date, pm25, o3, no2, so2, co
2016/6/3, 13, 20, 9, , 2
2016/6/4, 42, 30, 10, , 2
2016/6/5, 25, 35, 4, , 2
2016/6/6, 13, 40, 10, , 1
2016/6/7, 23, 42, 10, , 2
2016/6/8, 28, 21, 6, , 1
2016/6/9, 20, 21, 4, , 1
2016/6/10, 16, 23, 4, , 1
2016/6/11, 28, 32, 8, , 2
2016/6/12, 30, 30, 3, , 1
2016/6/13, 22, 21, 4, , 1
2016/6/14, 17, 25, 7, , 1
2016/6/15, 18, 23, 11, , 1
2016/6/16, 35, 32, 23, 1, 3
2016/6/17, 43, 30, 9, 1, 1
2016/6/18, 30, 29, 6, , 1
2016/6/19, 31, 36, 2, , 1
2016/6/20, 38, 36, 5, , 1
2016/6/21, 28, 35, 10, , 1
2016/6/22, 23, 30, 12, , 1
2016/6/23, 36, 37, 13, , 2
2016/6/24, 47, 22, 10, , 2
2016/6/25, 35, 26, 11, , 2
2016/6/26, 35, 43, 5, , 2
2016/6/27, 31, 37, 4, , 1
2016/6/28, 30, 31, 6, , 1
2016/6/29, 21, 38, 6, , 1
2016/6/30, 13, 35, 8, , 1
2016/7/1, 22, 42, 8, , 2
2016/1/5, 31, 19, 18, 1, 3
2016/1/6, 32, 16, 27, 2, 3
2016/1/7, 44, 7, 35, 3, 7
2016/1/8, 56, 16, 25, 1, 4
2016/1/9, 52, 19, 18, , 3
2016/1/10, 50, 27, 10, , 2
2016/1/11, 24, 23, 13, , 2
2016/1/12, 27, 18, 18, 2, 3
2016/1/13, 44, 23, 13, , 2
2016/1/14, 22, 17, 17, , 3
2016/1/15, 51, 15, 21, 2, 4
2016/1/16, 57, 16, 17, , 3
2016/1/17, 32, 20, 13, , 2
2016/1/18, 37, 23, 12, 1, 2
2016/1/19, 32, 25, 12, , 2
2016/1/20, 30, 23, 15, , 2
2016/1/21, 24, 26, 15, , 2
2016/1/22, 24, 26, 14, , 2
2016/1/23, 20, 24, 14, 2, 2
2016/1/24, 22, 27, 13, 1, 3
2016/1/25, 27, 22, 25, 1, 3
2016/1/26, 36, 28, 20, 1, 3
2016/1/27, 43, 16, 17, , 3
2016/1/28, 28, 19, 23, 2, 3
2016/1/29, 36, 11, 25, 2, 4
2016/1/30, 53, 20, 11, , 2
2016/1/31, 35, 25, 11, , 2
2016/2/1, 43, 27, 14, , 2
2016/2/2, 44, 25, 21, 1, 3
2016/2/3, 29, 27, 17, , 3
2016/2/4, 33, 28, 11, , 2
2016/2/5, 14, 20, 14, , 2
2016/2/6, 20, 23, 18, , 3
2016/2/7, 41, 23, 18, , 3
2016/2/8, 59, 28, 9, , 2
2016/2/9, 27, 19, 20, 3, 3
2016/2/10, 41, 14, 28, 2, 5
2016/2/11, 63, 21, 15, , 2
2016/2/12, 29, 24, 15, , 3
2016/2/13, 34, 25, 14, 2, 2
2016/2/14, 39, 20, 9, , 2
2016/2/15, 33, 16, 22, 2, 3
2016/2/16, 50, 29, 21, 2, 4
2016/2/17, 37, 22, 13, , 2
2016/2/18, 28, 23, 11, , 2
2016/2/19, 31, 21, 18, 2, 3
2016/2/20, 42, 31, 9, , 2
2016/2/21, 27, 25, 9, , 2
2016/2/22, 20, 22, 12, , 2
2016/2/23, 22, 24, 19, 2, 3
2016/2/24, 32, 24, 18, 1, 3
2016/2/25, 19, 25, 7, , 2
2016/2/26, 22, 27, 9, , 2
2016/2/27, 22, 28, 9, , 2
2016/2/28, 39, 30, 8, , 2
2016/2/29, 48, 31, 10, , 2
2016/3/1, 35, 29, 10, , 2
2016/3/2, 24, 30, 9, , 2
2016/3/3, 32, 25, 11, , 2
2016/3/4, 27, 20, 17, , 3
2016/3/5, 38, 27, 10, , 2
2016/3/6, 39, 31, 13, , 3
2016/3/7, 40, 25, 17, 1, 3
2016/3/8, 64, 23, 16, , 3
2016/3/9, 59, 38, 12, , 3
2016/3/10, 59, 33, 23, 2, 4
2016/3/11, 57, 21, 12, , 3
2016/3/12, 20, 29, 10, , 2
2016/3/13, 29, 32, 10, , 2
2016/3/14, 25, 28, 8, , 2
2016/3/15, 34, 28, 10, , 2
2016/3/16, 19, 25, 10, , 2
2016/3/17, 17, 29, 11, , 2
2016/3/18, 17, 22, 11, , 2
2016/3/19, 18, 30, 8, , 2
2016/3/20, 23, 30, 5, , 2
2016/3/21, 28, 28, 9, , 2
2016/3/22, 22, 30, 11, , 2
2016/3/23, 27, 33, 14, , 2
2016/3/24, 36, 29, 11, , 2
2016/3/25, 36, 24, 22, 2, 3
2016/3/26, 30, 27, 8, , 2
2016/3/27, 21, 29, 9, , 2
2016/3/28, 28, 22, 16, , 2
2016/3/29, 18, 29, 6, , 2
2016/3/30, 15, 32, 14, 1, 2
2016/3/31, 28, 39, 6, , 2
2016/4/1, 23, 31, 7, , 2
2015/10/2, 28, 13, 7, , 1
2015/10/3, 35, 15, 3, , 1
2015/10/4, 33, 23, 4, , 1
2015/10/5, 47, 14, 12, , 2
2015/10/6, 30, 18, 15, 2, 3
2015/10/7, 37, 21, 15, 1, 3
2015/10/8, 47, 21, 9, , 2
2015/10/9, 33, 28, 10, , 2
2015/10/10, 57, 20, 7, , 1
2015/10/11, 36, 12, 10, , 2
2015/10/12, 65, 34, 12, , 2
2015/10/13, 51, 23, 19, 1, 3
2015/10/14, 51, 14, 9, , 1
2015/10/15, 37, 18, 12, , 2
2015/10/16, 35, 21, 14, , 2
2015/10/17, 45, 16, 11, , 2
2015/10/18, 46, 21, 6, , 1
2015/10/19, 31, 19, 15, , 2
2015/10/20, 48, 21, 20, 1, 2
2015/10/21, 48, 11, 25, 1, 3
2015/10/22, 62, 35, 17, , 2
2015/10/23, 55, 20, 10, , 1
2015/10/24, 39, 7, 15, , 2
2015/10/25, 43, 17, 9, , 2
2015/10/26, 16, 12, 14, 1, 2
2015/10/27, 32, 13, 22, 1, 5
2015/10/28, 47, 28, 14, 2, 3
2015/10/29, 51, 24, 8, , 1
2015/10/30, 22, 19, 10, , 1
2015/10/31, 27, 18, 13, , 2
2015/11/1, 46, 22, 10, , 2
2015/11/2, 48, 17, 24, 2, 3
2015/11/3, 42, 17, 25, 1, 4
2015/11/4, 40, 21, 18, 1, 3
2015/11/5, 56, 27, 12, , 2
2015/11/6, 29, 18, 9, , 2
2015/11/7, 27, 23, 8, , 1
2015/11/8, 33, 22, 9, , 1
2015/11/9, 44, 14, 20, 1, 2
2015/11/10, 44, 12, 26, 2, 4
2015/11/11, 65, 20, 8, , 2
2015/11/12, 37, 17, 13, , 2
2015/11/13, 42, 18, 8, , 2
2015/11/14, 21, 18, 8, , 1
2015/11/15, 35, 19, 12, 2, 2
2015/11/16, 42, 20, 15, 1, 2
2015/11/17, 41, 13, 16, 3, 3
2015/11/18, 27, 11, 22, 2, 5
2015/11/19, 25, 23, 14, , 2
2015/11/21, 34, 20, 14, 1, 2
2015/11/22, 34, 12, 22, 2, 5
2015/11/23, 54, 20, 12, , 2
2015/11/24, 19, 17, 23, 1, 3
2015/11/25, 40, 15, 28, 3, 5
2015/11/26, 56, 26, 14, , 2
2015/11/27, 51, 27, 9, , 1
2015/11/28, 13, 18, 12, , 2
2015/11/29, 15, 19, 11, 1, 2
2015/11/30, 17, 17, 18, 1, 2
2015/12/1, 28, 15, 26, 3, 4
2015/12/2, 33, 3, 20, 2, 4
2015/12/3, 49, 13, 16, 1, 3
2015/12/4, 20, 12, 16, 1, 2
2015/12/5, 33, 14, 18, 1, 3
2015/12/6, 48, 18, 17, 1, 3
2015/12/7, 55, 16, 25, 2, 4
2015/12/8, 62, 15, 13, , 2
2015/12/9, 30, 19, 17, 1, 3
2015/12/10, 42, 18, 21, 1, 3
2015/12/11, 38, 17, 22, 1, 4
2015/12/12, 65, 13, 18, 2, 4
2015/12/13, 43, 15, 12, 2, 2
2015/12/14, 15, 13, 20, 2, 3
2015/12/15, 45, 14, 11, 1, 2
2015/12/16, 21, 19, 11, , 2
2015/12/17, 27, 17, 17, 3, 2
2015/12/18, 27, 16, 14, 1, 2
2015/12/19, 18, 20, 9, , 2
2015/12/20, 26, 21, 11, , 2
2015/12/21, 38, 22, 14, , 2
2015/12/22, 41, 14, 14, 1, 3
2015/12/23, 33, 13, 19, 1, 4
2015/12/24, 31, 12, 14, , 3
2015/12/25, 13, 16, 15, , 3
2015/12/26, 23, 22, 7, , 1
2015/12/27, 26, 18, 10, , 2
2015/12/28, 19, 24, 8, , 2
2015/12/29, 20, 23, 12, , 1
2015/12/30, 20, 16, 23, 2, 3
2015/12/31, 60, 12, 23, 1, 5
2016/1/1, 44, , , , 
2016/1/4, 47, 16, 15, , 3
2015/7/2, 50, 30, 13, , 2
2015/7/3, 46, 27, 9, , 2
2015/7/4, 40, 27, 11, 2, 3
2015/7/5, 65, 31, 10, 1, 3
2015/7/6, 78, 40, 13, , 3
2015/7/7, 73, 26, 6, , 2
2015/7/8, 53, 30, 8, , 3
2015/7/9, 63, 25, 8, , 3
2015/7/10, 66, 30, 12, , 3
2015/7/11, 59, 31, 9, , 2
2015/7/12, 56, 32, 7, , 3
2015/7/13, 63, 27, 13, , 3
2015/7/14, 77, 28, 8, , 3
2015/7/15, 51, 33, 11, , 2
2015/7/16, 35, 21, 6, , 2
2015/7/17, 36, 38, 12, , 3
2015/7/18, 45, 28, 5, , 2
2015/7/19, 27, 34, 5, , 2
2015/7/20, 44, 32, 14, , 3
2015/7/21, 59, 30, 16, 2, 3
2015/7/22, 57, 23, 8, , 2
2015/7/23, 30, 22, 8, , 2
2015/7/24, 38, 23, 9, , 2
2015/7/25, 39, 17, 6, , 2
2015/7/26, 36, 34, 4, , 2
2015/7/27, 45, 37, 9, , 2
2015/7/28, 37, 47, 9, , 3
2015/7/29, 48, 31, 13, , 3
2015/7/30, 56, 39, 9, , 3
2015/7/31, 54, 25, 12, , 2
2015/8/1, 30, 31, 11, , 2
2015/8/2, 35, 29, 6, , 2
2015/8/3, 28, 40, 7, , 2
2015/8/4, 40, 40, 12, , 2
2015/8/5, 48, 27, 13, , 2
2015/8/6, 36, 17, 10, , 2
2015/8/7, 26, 18, 9, , 3
2015/8/8, 31, 17, 8, , 2
2015/8/9, 32, 8, 11, , 2
2015/8/10, 35, 20, 7, 55, 2
2015/8/11, 39, 18, 8, 1, 3
2015/8/12, 27, 18, 11, , 2
2015/8/13, 28, 22, 10, , 2
2015/8/14, 29, 31, 13, , 2
2015/8/15, 34, 37, 12, , 2
2015/8/16, 40, 38, 10, , 3
2015/8/17, 38, 36, 14, , 3
2015/8/18, 48, 45, 14, , 3
2015/8/19, 64, 30, 8, , 2
2015/8/20, 42, 21, 7, , 2
2015/8/21, 27, 20, 10, , 2
2015/8/22, 25, 22, 10, , 2
2015/8/23, 23, 13, 7, , 2
2015/8/24, 22, 12, 11, , 2
2015/8/25, 27, 24, 9, , 2
2015/8/26, 30, 32, 11, , 2
2015/8/27, 36, 24, 9, , 2
2015/8/28, 34, 18, 7, , 3
2015/8/29, 28, 25, 11, , 3
2015/8/30, 28, 39, 7, , 2
2015/8/31, 48, 37, 12, , 3
2015/9/1, 54, 26, 7, , 3
2015/9/2, 49, 36, 14, , 3
2015/9/3, 59, 33, 14, 3, 3
2015/9/4, 72, 21, 9, 1, 2
2015/9/5, 35, 19, 9, , 2
2015/9/6, 24, 38, 7, , 2
2015/9/7, 24, 50, 7, , 2
2015/9/8, 45, 49, 20, 6, 3
2015/9/9, 59, 32, 8, 1, 2
2015/9/10, 39, 19, 10, , 2
2015/9/11, 30, 21, 9, , 2
2015/9/12, 9, 26, 10, , 3
2015/9/13, 18, 23, 5, , 1
2015/9/14, 19, 16, 7, , 1
2015/9/15, 27, 27, 12, , 2
2015/9/16, 36, 33, 15, , 3
2015/9/17, 43, 41, 16, , 3
2015/9/18, 32, 72, 17, , 3
2015/9/19, 54, 33, 7, , 3
2015/9/20, 44, 23, 4, , 1
2015/9/21, 22, 20, 9, , 2
2015/9/22, 33, 16, 13, 2, 2
2015/9/23, 24, 21, 16, 2, 3
2015/9/24, 30, 21, 18, 1, 3
2015/9/25, 29, 20, 14, , 3
2015/9/26, 26, 20, 11, 2, 2
2015/9/27, 36, 25, 13, 1, 3
2015/9/28, 37, 26, 13, , 2
2015/9/29, 22, 21, 8, , 2
2015/9/30, 20, 19, 6, , 2
2015/10/1, 17, 16, 7, , 1
2015/4/2, 23, 37, 21, 2, 4
2015/4/3, 47, 35, 15, , 3
2015/4/4, 53, 28, 11, , 3
2015/4/5, 28, 32, 8, , 2
2015/4/6, 27, 29, 17, , 3
2015/4/7, 34, 24, 17, , 3
2015/4/8, 46, 27, 14, , 3
2015/4/9, 38, 29, 12, , 3
2015/4/10, 22, 25, 18, , 3
2015/4/11, 24, 31, 9, , 2
2015/4/12, 21, 34, 10, , 2
2015/4/13, 33, 39, 20, 1, 3
2015/4/14, 40, 36, 14, , 2
2015/4/15, 22, 32, 13, , 3
2015/4/16, 18, 33, 17, 2, 3
2015/4/17, 27, 28, 14, , 2
2015/4/18, 24, 30, 12, , 3
2015/4/19, 36, 29, 7, , 2
2015/4/20, 22, 24, 12, , 2
2015/4/21, 24, 29, 14, 1, 3
2015/4/22, 7, 38, 17, 2, 4
2015/4/23, 38, 28, 9, , 2
2015/4/24, 18, 20, 7, , 2
2015/4/25, 18, 24, 7, , 2
2015/4/26, 21, 23, 9, , 2
2015/4/27, 25, 26, 9, , 2
2015/4/28, 18, 29, 7, , 2
2015/4/29, 11, 28, 10, , 2
2015/4/30, 19, 25, 10, , 2
2015/5/1, 16, 25, 9, 2, 2
2015/5/2, 21, 27, 9, , 2
2015/5/3, 28, 34, 7, , 2
2015/5/4, 34, 46, 8, , 2
2015/5/5, 43, 42, 15, , 3
2015/5/6, 54, 34, 15, , 3
2015/5/7, 29, 39, 13, , 3
2015/5/8, 27, 36, 11, 1, 2
2015/5/9, 52, 26, 8, 1, 2
2015/5/10, 36, 34, 3, , 2
2015/5/11, 22, 18, 8, , 2
2015/5/12, 45, 31, 11, , 2
2015/5/13, 29, 30, 6, , 2
2015/5/14, 18, 33, 9, , 2
2015/5/15, 29, 34, 17, , 3
2015/5/16, 30, 38, 7, , 2
2015/5/17, 28, 34, 7, , 2
2015/5/18, 39, 32, 7, , 2
2015/5/19, 30, 22, 7, , 2
2015/5/20, 14, 21, 8, , 2
2015/5/21, 12, 32, 12, , 2
2015/5/22, 20, 35, 10, , 2
2015/5/23, 24, 28, 7, , 2
2015/5/24, 18, 44, 6, , 2
2015/5/25, 35, , , , 
2015/5/27, 40, 33, 6, , 2
2015/5/28, 35, 34, 8, , 2
2015/5/29, 36, 19, 11, 2, 2
2015/5/30, 13, 27, 7, 1, 2
2015/6/2, 7, 22, 8, , 2
2015/6/3, 11, 19, 9, , 2
2015/6/4, 26, 22, 10, , 2
2015/6/5, 37, 25, 12, , 2
2015/6/6, 42, 22, 14, , 3
2015/6/7, 33, 26, 8, , 2
2015/6/8, 37, 31, 6, , 2
2015/6/9, 36, 33, 7, , 2
2015/6/10, 51, 34, 11, , 2
2015/6/11, 40, 40, 12, , 3
2015/6/12, 70, 36, 17, 2, 3
2015/6/13, 58, 30, 8, 1, 2
2015/6/14, 45, 25, 10, , 3
2015/6/15, 46, 19, 9, , 2
2015/6/16, 35, 21, 13, , 3
2015/6/17, 41, 23, 8, , 2
2015/6/18, 38, 34, 11, , 2
2015/6/19, 44, 32, 10, 2, 2
2015/6/20, 41, 23, 7, 1, 2
2015/6/21, 41, 23, 9, , 2
2015/6/22, 25, 22, 17, , 3
2015/6/23, 52, 41, 15, , 3
2015/6/24, 62, 26, 9, , 2
2015/6/25, 38, 26, 13, , 2
2015/6/26, 46, 23, 11, , 2
2015/6/27, 50, 24, 12, , 3
2015/6/28, 44, 21, 4, , 1
2015/6/29, 24, 17, 9, , 2
2015/6/30, 34, 32, 10, , 2
2015/7/1, 35, 44, 8, , 2
2015/1/2, 44, 15, , , 
2015/1/3, 34, 19, , , 
2015/1/4, 26, 11, , , 
2015/1/5, 22, 17, , , 
2015/1/6, 18, 17, , , 
2015/1/7, 23, 16, , , 
2015/1/8, 43, 17, , , 
2015/1/9, 35, 15, , , 
2015/1/10, 41, 16, , , 
2015/1/11, 48, 16, , , 
2015/1/12, 49, 17, , , 
2015/1/13, 49, 17, , , 
2015/1/14, 32, 5, , , 
2015/1/15, 58, 11, 23, 1, 6
2015/1/16, 46, 16, , , 
2015/1/17, 59, 20, , , 
2015/1/18, 27, 15, , , 
2015/1/19, 46, 18, , , 
2015/1/20, 21, 18, , , 
2015/1/21, 19, 16, , , 
2015/1/22, 33, 11, , , 
2015/1/23, 33, 18, , , 
2015/1/24, 46, 12, , , 
2015/1/25, 54, 20, , , 
2015/1/26, 33, 19, , , 
2015/1/27, 35, 21, 9, 3, 2
2015/1/28, 20, 20, , , 
2015/1/29, 23, 13, 34, 4, 6
2015/1/30, 46, 15, 24, 2, 3
2015/1/31, 41, 24, 10, , 2
2015/2/1, 12, 21, 17, 2, 3
2015/2/2, 35, 18, 16, 3, 3
2015/2/3, 24, 20, 20, 2, 4
2015/2/4, 36, 19, 27, 4, 4
2015/2/5, 56, 22, 20, 2, 3
2015/2/6, 37, 20, 20, 2, 3
2015/2/7, 43, 19, 19, 2, 3
2015/2/8, 68, 18, 19, 3, 4
2015/2/9, 60, 18, 17, 1, 3
2015/2/10, 32, 21, 14, 2, 3
2015/2/12, 37, 8, 36, 5, 6
2015/2/13, 62, 21, 14, , 3
2015/2/14, 27, 21, 22, 2, 4
2015/2/15, 50, 25, 11, 1, 2
2015/2/16, 31, 24, 12, , 2
2015/2/17, 30, 17, 23, 6, 3
2015/2/18, 39, 19, 32, 3, 5
2015/2/19, 48, 23, 22, 2, 3
2015/2/20, 59, 23, 14, , 3
2015/2/21, 30, 25, 20, 2, 3
2015/2/22, 55, 19, 22, 2, 5
2015/2/23, 55, 24, 18, 1, 3
2015/2/24, 31, 21, 20, 1, 3
2015/2/25, 41, 24, 28, 2, 4
2015/2/26, 56, 19, 21, 9, 3
2015/2/27, 34, 15, 26, 2, 4
2015/2/28, 38, 25, 23, , 3
2015/3/1, 45, 24, 29, 3, 5
2015/3/2, 61, 26, 20, 2, 3
2015/3/3, 52, 25, 16, , 3
2015/3/4, 31, 24, 18, , 3
2015/3/5, 36, 23, 16, 1, 3
2015/3/6, 33, 24, 15, , 3
2015/3/7, 27, 30, 20, 2, 3
2015/3/8, 52, 30, 25, 2, 4
2015/3/9, 61, 31, 24, , 3
2015/3/10, 43, 33, 27, 2, 4
2015/3/11, 50, 30, 19, , 3
2015/3/12, 44, 29, 10, , 2
2015/3/13, 18, 26, 15, , 3
2015/3/14, 25, 22, 20, , 4
2015/3/15, 26, 25, 12, , 3
2015/3/16, 17, 28, 21, 1, 3
2015/3/17, 30, 25, 21, 1, 4
2015/3/18, 35, 30, 9, , 2
2015/3/19, 20, 30, 13, , 2
2015/3/20, 21, 23, 25, 3, 4
2015/3/21, 39, 21, 23, 1, 4
2015/3/22, 61, 27, 8, , 2
2015/3/23, 20, 22, 12, , 2
2015/3/24, 27, 20, 20, , 3
2015/3/25, 45, 29, 25, 3, 4
2015/3/26, 53, 27, 15, , 3
2015/3/27, 47, 21, 20, 2, 4
2015/3/28, 36, 25, 12, 1, 3
2015/3/29, 31, 32, 8, , 2
2015/3/30, 23, 27, 15, , 3
2015/3/31, 44, 27, , , 3
2015/4/1, 17, 33, 16, 1, 3
2014/10/2, 30, 10, , , 
2014/10/3, 22, 11, , , 
2014/10/4, 43, , , , 
2014/10/7, 40, 24, , , 
2014/10/8, 33, 25, , , 
2014/10/9, 16, 22, , , 
2014/10/10, 38, 17, , , 
2014/10/11, 26, , , , 
2014/10/15, 16, 18, , , 
2014/10/16, 26, 18, , , 
2014/10/17, 22, 22, , , 
2014/10/18, 30, , , , 
2014/10/21, 30, 18, , , 
2014/10/22, 28, 17, , , 
2014/10/23, 23, 17, , , 
2014/10/24, 7, 11, , , 
2014/10/25, 11, 17, , , 
2014/10/26, 38, 18, , , 
2014/10/27, 26, 8, , , 
2014/10/28, 29, 7, , , 
2014/10/29, 52, 21, , , 
2014/10/30, 53, 8, , , 
2014/10/31, 32, 13, , , 
2014/11/1, 37, 14, , , 
2014/11/2, 30, 20, , , 
2014/11/3, 50, 14, , , 
2014/11/4, 34, 14, , , 
2014/11/5, 50, 20, , , 
2014/11/6, 51, 4, , , 
2014/11/7, 59, 9, , , 
2014/11/8, 13, 18, , , 
2014/11/9, 27, 12, , , 
2014/11/10, 50, 11, , , 
2014/11/11, 56, 16, , , 
2014/11/12, 54, 9, , , 
2014/11/13, 48, 15, , , 
2014/11/14, 33, 14, , , 
2014/11/15, 39, 21, , , 
2014/11/16, 33, 18, , , 
2014/11/17, 49, 10, , , 
2014/11/18, 84, 16, , , 
2014/11/19, 35, 16, , , 
2014/11/20, 43, 19, , , 
2014/11/21, 49, 17, , , 
2014/11/22, 46, 20, , , 
2014/11/23, 51, 20, , , 
2014/11/24, 59, 21, , , 
2014/11/25, 32, 15, , , 
2014/11/26, 41, 10, , , 
2014/11/27, 56, 14, , , 
2014/11/28, 29, 15, , , 
2014/11/29, 26, 17, , , 
2014/11/30, 46, 25, , , 
2014/12/1, 51, 15, , , 
2014/12/2, 45, 20, , , 
2014/12/3, 44, 11, , , 
2014/12/4, 37, 16, , , 
2014/12/5, 35, 15, , , 
2014/12/6, 42, , , , 
2014/12/8, 36, 16, , , 
2014/12/9, 49, 21, , , 
2014/12/10, 28, 16, , , 
2014/12/11, 34, 11, , , 
2014/12/12, 32, 9, , , 
2014/12/13, 34, 13, , , 
2014/12/14, 31, 14, , , 
2014/12/15, 26, 7, , , 
2014/12/16, 42, 6, , , 
2014/12/18, 10, 7, , , 
2014/12/19, 17, 10, , , 
2014/12/20, 11, 15, , , 
2014/12/21, 34, 18, , , 
2014/12/22, 43, 12, , , 
2014/12/23, 31, 17, , , 
2014/12/24, 11, 10, , , 
2014/12/25, 25, 19, , , 
2014/12/26, 14, 19, , , 
2014/12/27, 26, 13, , , 
2014/12/28, 39, 13, , , 
2014/12/29, 40, , , , 
2014/7/2, 39, 32, , , 
2014/7/3, 45, 37, , , 
2014/7/4, 47, 26, , , 
2014/7/5, 22, 18, , , 
2014/7/6, 24, 34, , , 
2014/7/7, 40, 39, , , 
2014/7/8, 56, 38, , , 
2014/7/9, 57, 37, , , 
2014/7/10, 40, 29, , , 
2014/7/11, 31, 21, , , 
2014/7/12, 37, 39, , , 
2014/7/13, 40, 34, , , 
2014/7/14, 34, 29, , , 
2014/7/15, 40, 23, , , 
2014/7/16, 29, 29, , , 
2014/7/17, 33, 25, , , 
2014/7/18, 31, 22, , , 
2014/7/19, 49, 25, , , 
2014/7/20, 54, 24, , , 
2014/7/21, 32, 20, , , 
2014/7/22, 39, 44, , , 
2014/7/23, 43, 40, , , 
2014/7/24, 47, 20, , , 
2014/7/25, 31, 21, , , 
2014/7/26, 59, 41, , , 
2014/7/27, 52, 31, , , 
2014/7/28, 33, 35, , , 
2014/7/29, 32, 19, , , 
2014/7/30, 28, 22, , , 
2014/7/31, 28, 40, , , 
2014/8/1, 39, 34, , , 
2014/8/2, 52, 34, , , 
2014/8/5, 47, 36, , , 
2014/8/6, 48, 26, , , 
2014/8/7, 47, 20, , , 
2014/8/8, 43, 18, , , 
2014/8/9, 30, 20, , , 
2014/8/10, 31, 25, , , 
2014/8/11, 45, 30, , , 
2014/8/12, 45, 20, , , 
2014/8/13, 27, 17, , , 
2014/8/14, 71, 17, , , 
2014/8/19, 16, 26, , , 
2014/8/20, 35, 28, , , 
2014/8/21, 42, 19, , , 
2014/8/22, 37, 15, , , 
2014/8/23, 30, 15, , , 
2014/8/24, 19, 20, , , 
2014/8/25, 33, 18, , , 
2014/8/26, 46, 31, , , 
2014/8/27, 44, 39, , , 
2014/8/28, 49, 21, , , 
2014/8/29, 34, 15, , , 
2014/8/30, 27, 26, , , 
2014/8/31, 24, 25, , , 
2014/9/1, 33, 29, , , 
2014/9/2, 35, 25, , , 
2014/9/3, 43, 20, , , 
2014/9/4, 34, 32, , , 
2014/9/5, 41, 39, , , 
2014/9/6, 51, 32, , , 
2014/9/7, 49, 18, , , 
2014/9/8, 18, 14, , , 
2014/9/9, 35, 17, , , 
2014/9/10, 26, 17, , , 
2014/9/11, 23, 22, , , 
2014/9/12, 25, 20, , , 
2014/9/13, 21, , , , 
2014/9/16, 23, 10, , , 
2014/9/17, 37, 23, , , 
2014/9/18, 28, 26, , , 
2014/9/19, 35, 16, , , 
2014/9/20, 43, , , , 
2014/9/23, 26, 15, , , 
2014/9/24, 28, 13, , , 
2014/9/25, 35, 11, , , 
2014/9/26, 31, 16, , , 
2014/9/27, 36, , , , 
2014/9/30, 59, 11, , , 
2014/10/1, 19, 8, , , 
2014/4/2, 18, 20, , , 
2014/4/3, 37, 25, , , 
2014/4/4, 35, 15, , , 
2014/4/5, 43, 23, , , 
2014/4/6, 17, 31, , , 
2014/4/7, 22, 27, , , 
2014/4/8, 35, 29, , , 
2014/4/9, 17, 29, , , 
2014/4/10, 22, 35, , , 
2014/4/11, 31, 37, , , 
2014/4/12, 48, 33, , , 
2014/4/13, 30, 30, , , 
2014/4/14, 48, 31, , , 
2014/4/15, 33, 30, , , 
2014/4/16, 28, 30, , , 
2014/4/17, 25, 27, , , 
2014/4/18, 29, 27, , , 
2014/4/19, 39, 34, , , 
2014/4/20, 35, 32, , , 
2014/4/21, 29, 34, , , 
2014/4/22, 28, 38, , , 
2014/4/23, 37, 23, , , 
2014/4/24, 30, 28, , , 
2014/4/25, 14, 29, , , 
2014/4/26, 16, 22, , , 
2014/4/27, 14, 23, , , 
2014/4/28, 23, 18, , , 
2014/4/29, 16, 26, , , 
2014/4/30, 32, 25, , , 
2014/5/1, 23, 10, , , 
2014/5/2, 33, 28, , , 
2014/5/3, 23, 30, , , 
2014/5/4, 22, 30, , , 
2014/5/5, 25, 17, , , 
2014/5/6, 10, 24, , , 
2014/5/7, 11, 29, , , 
2014/5/8, 19, 25, , , 
2014/5/9, 31, 9, , , 
2014/5/10, 32, , , , 
2014/5/13, 30, 20, , , 
2014/5/14, 25, 22, , , 
2014/5/15, 24, 25, , , 
2014/5/16, 24, 30, , , 
2014/5/17, 21, 32, , , 
2014/5/20, 31, 24, , , 
2014/5/21, 22, 18, , , 
2014/5/22, 29, 15, , , 
2014/5/23, 24, 14, , , 
2014/5/24, 19, 18, , , 
2014/5/25, 29, 12, , , 
2014/5/26, 35, 31, , , 
2014/5/27, 44, 19, , , 
2014/5/28, 43, 17, , , 
2014/5/29, 18, 24, , , 
2014/5/30, 35, 25, , , 
2014/5/31, 38, 28, , , 
2014/6/1, 24, 17, , , 
2014/6/2, 44, 43, , , 
2014/6/3, 42, 35, , , 
2014/6/4, 48, 19, , , 
2014/6/5, 25, 14, , , 
2014/6/6, 31, 15, , , 
2014/6/7, 18, 21, , , 
2014/6/8, 16, 34, , , 
2014/6/9, 29, 29, , , 
2014/6/10, 35, 25, , , 
2014/6/11, 30, 21, , , 
2014/6/12, 20, 20, , , 
2014/6/13, 26, 17, , , 
2014/6/14, 28, 18, , , 
2014/6/15, 19, 23, , , 
2014/6/16, 20, 23, , , 
2014/6/17, 23, 39, , , 
2014/6/18, 44, 29, , , 
2014/6/19, 35, 25, , , 
2014/6/20, 20, 23, , , 
2014/6/21, 24, 22, , , 
2014/6/22, 18, 23, , , 
2014/6/23, 32, 22, , , 
2014/6/24, 38, 33, , , 
2014/6/25, 29, 28, , , 
2014/6/26, 41, 15, , , 
2014/6/27, 26, 19, , , 
2014/6/28, 25, 24, , , 
2014/6/29, 33, 36, , , 
2014/6/30, 41, 40, , , 
2014/7/1, 36, 35, , , 
2014/1/2, 33, 13, , , 
2014/1/3, 36, 22, , , 
